HR,SBP,DBP,MAP,CO,SV,CVP,RR,SpO2,Scenario,Alarm
47,135.07999999999998,68.048,90.4,3.66,77.8,9.0,11,100,Healthy,LOW HR
48,134.07999999999998,67.048,89.4,3.74,77.8,9.0,10,100,Healthy,LOW HR
47,133.07999999999998,68.048,89.7,3.65,77.6,9.0,9,100,Healthy,LOW HR
47,132.07999999999998,67.048,88.7,3.63,77.3,9.0,10,100,Healthy,LOW HR
48,132.07999999999998,66.048,88.1,3.72,77.5,8.9,10,100,Healthy,LOW HR
48,131.07999999999998,67.048,88.4,3.72,77.6,8.8,11,100,Healthy,LOW HR
47,130.07999999999998,67.048,88.1,3.64,77.4,8.9,12,100,Healthy,LOW HR
48,129.07999999999998,68.048,88.4,3.7,77.0,9.1,11,100,Healthy,LOW HR
47,130.07999999999998,69.048,89.4,3.6,76.7,9.1,10,100,Healthy,LOW HR
48,131.07999999999998,69.048,89.7,3.67,76.4,8.9,10,100,Healthy,LOW HR
47,131.07999999999998,70.048,90.4,3.61,76.8,9.0,11,100,Healthy,LOW HR
48,132.07999999999998,71.048,91.4,3.67,76.5,9.1,11,100,Healthy,LOW HR
48,132.07999999999998,72.048,92.1,3.67,76.4,9.0,12,100,Healthy,LOW HR
47,132.07999999999998,73.048,92.7,3.61,76.7,8.9,11,100,Healthy,LOW HR
48,131.07999999999998,72.048,91.7,3.7,77.1,9.0,10,99,Healthy,LOW HR
49,131.07999999999998,71.048,91.1,3.75,76.6,8.9,11,99,Healthy,LOW HR
49,131.07999999999998,72.048,91.7,3.74,76.3,8.8,12,99,Healthy,LOW HR
48,130.07999999999998,73.048,92.1,3.65,76.1,8.7,12,99,Healthy,LOW HR
48,130.07999999999998,72.048,91.4,3.65,76.0,8.5,12,99,Healthy,LOW HR
49,130.07999999999998,72.048,91.4,3.74,76.3,8.7,12,98,Healthy,LOW HR
50,131.07999999999998,71.048,91.1,3.81,76.3,8.8,12,99,Healthy,NORMAL
50,132.07999999999998,72.048,92.1,3.81,76.3,8.6,11,100,Healthy,NORMAL
51,133.07999999999998,73.048,93.1,3.91,76.6,8.4,12,99,Healthy,NORMAL
52,133.07999999999998,72.048,92.4,3.98,76.5,8.5,12,99,Healthy,NORMAL
53,134.07999999999998,71.048,92.1,4.04,76.2,8.6,13,99,Healthy,NORMAL
52,135.07999999999998,71.048,92.4,3.99,76.6,8.7,13,99,Healthy,NORMAL
52,136.07999999999998,70.048,92.1,4.01,77.1,8.5,13,100,Healthy,NORMAL
52,137.07999999999998,70.048,92.4,4.02,77.3,8.4,14,100,Healthy,NORMAL
52,136.07999999999998,70.048,92.1,4.03,77.4,8.3,13,100,Healthy,NORMAL
53,135.07999999999998,71.048,92.4,4.12,77.7,8.1,13,100,Healthy,NORMAL
54,134.07999999999998,71.048,92.1,4.22,78.1,8.1,14,99,Healthy,NORMAL
53,135.07999999999998,71.048,92.4,4.14,78.2,8.3,13,100,Healthy,NORMAL
54,136.07999999999998,70.048,92.1,4.24,78.5,8.4,12,100,Healthy,NORMAL
55,135.07999999999998,69.048,91.1,4.32,78.5,8.5,12,99,Healthy,NORMAL
55,135.07999999999998,70.048,91.7,4.32,78.5,8.6,11,99,Healthy,NORMAL
55,134.07999999999998,70.048,91.4,4.29,78.0,8.7,11,99,Healthy,NORMAL
54,135.07999999999998,71.048,92.4,4.21,77.9,8.9,10,99,Healthy,NORMAL
55,135.07999999999998,71.048,92.4,4.29,78.0,9.0,10,100,Healthy,NORMAL
55,135.07999999999998,72.048,93.1,4.27,77.6,9.0,11,100,Healthy,NORMAL
56,136.07999999999998,71.048,92.7,4.36,77.9,9.0,10,100,Healthy,NORMAL
57,137.07999999999998,72.048,93.7,4.41,77.4,9.1,10,99,Healthy,NORMAL
57,136.07999999999998,71.048,92.7,4.43,77.8,9.1,9,99,Healthy,NORMAL
58,136.07999999999998,70.048,92.1,4.51,77.8,8.9,8,100,Healthy,NORMAL
59,136.07999999999998,69.048,91.4,4.58,77.6,9.0,9,100,Healthy,NORMAL
58,137.07999999999998,68.048,91.1,4.49,77.4,8.9,9,99,Healthy,NORMAL
57,137.07999999999998,68.048,91.1,4.42,77.5,9.0,8,99,Healthy,NORMAL
56,138.07999999999998,69.048,92.1,4.37,78.0,9.2,7,99,Healthy,NORMAL
57,139.07999999999998,68.048,91.7,4.44,78.0,9.0,7,100,Healthy,NORMAL
58,140.07999999999998,68.048,92.1,4.52,77.8,9.1,6,100,Healthy,NORMAL
57,140.07999999999998,68.048,92.1,4.44,77.9,8.9,7,100,Healthy,NORMAL
56,140.07999999999998,68.048,92.1,4.38,78.1,8.9,7,99,Healthy,NORMAL
56,140.07999999999998,69.048,92.7,4.4,78.5,9.0,7,99,Healthy,NORMAL
56,141.07999999999998,68.048,92.4,4.41,78.7,8.9,7,98,Healthy,NORMAL
55,142.07999999999998,67.048,92.1,4.31,78.3,8.9,6,98,Healthy,NORMAL
54,143.07999999999998,67.048,92.4,4.23,78.3,8.8,5,98,Healthy,NORMAL
53,142.07999999999998,66.048,91.4,4.14,78.1,9.0,5,98,Healthy,NORMAL
53,141.07999999999998,67.048,91.7,4.16,78.5,8.8,4,98,Healthy,NORMAL
53,140.07999999999998,68.048,92.1,4.14,78.2,8.8,5,97,Healthy,NORMAL
53,141.07999999999998,69.048,93.1,4.12,77.8,9.0,5,97,Healthy,NORMAL
52,142.07999999999998,70.048,94.1,4.04,77.6,9.0,4,97,Healthy,NORMAL
51,143.07999999999998,70.048,94.4,3.98,78.1,9.1,4,97,Healthy,NORMAL
52,142.07999999999998,71.048,94.7,4.08,78.4,9.1,5,97,Healthy,NORMAL
53,142.07999999999998,72.048,95.4,4.15,78.3,9.2,6,97,Healthy,NORMAL
53,143.07999999999998,72.048,95.7,4.16,78.5,9.3,5,98,Healthy,NORMAL
54,143.07999999999998,73.048,96.4,4.22,78.2,9.4,6,99,Healthy,NORMAL
55,143.07999999999998,72.048,95.7,4.29,78.0,9.2,7,99,Healthy,NORMAL
54,142.07999999999998,71.048,94.7,4.22,78.2,9.2,6,99,Healthy,NORMAL
54,142.07999999999998,72.048,95.4,4.2,77.7,9.1,6,99,Healthy,NORMAL
53,143.07999999999998,71.048,95.1,4.12,77.7,9.3,5,99,Healthy,NORMAL
52,142.07999999999998,71.048,94.7,4.03,77.5,9.3,6,99,Healthy,NORMAL
52,143.07999999999998,71.048,95.1,4.04,77.7,9.5,7,99,Healthy,NORMAL
52,143.07999999999998,71.048,95.1,4.06,78.0,9.4,8,99,Healthy,NORMAL
53,143.07999999999998,71.048,95.1,4.15,78.2,9.6,8,99,Healthy,NORMAL
53,142.07999999999998,72.048,95.4,4.12,77.8,9.7,8,98,Healthy,NORMAL
53,142.07999999999998,71.048,94.7,4.12,77.8,9.6,7,98,Healthy,NORMAL
52,141.07999999999998,70.048,93.7,4.04,77.8,9.5,8,98,Healthy,NORMAL
53,142.07999999999998,71.048,94.7,4.1,77.3,9.5,9,98,Healthy,NORMAL
54,141.07999999999998,71.048,94.4,4.2,77.8,9.6,8,98,Healthy,NORMAL
54,142.07999999999998,72.048,95.4,4.19,77.7,9.7,9,99,Healthy,NORMAL
55,142.07999999999998,71.048,94.7,4.27,77.6,9.7,8,100,Healthy,NORMAL
54,143.07999999999998,70.048,94.4,4.17,77.3,9.7,7,99,Healthy,NORMAL
55,142.07999999999998,71.048,94.7,4.22,76.8,9.9,6,100,Healthy,NORMAL
55,142.07999999999998,71.048,94.7,4.24,77.1,10.0,7,100,Healthy,NORMAL
56,142.07999999999998,71.048,94.7,4.31,77.0,10.0,6,100,Healthy,NORMAL
56,142.07999999999998,70.048,94.1,4.31,77.0,10.2,5,100,Healthy,NORMAL
55,141.07999999999998,71.048,94.4,4.23,77.0,10.3,4,100,Healthy,NORMAL
56,141.07999999999998,71.048,94.4,4.28,76.5,10.2,4,100,Healthy,NORMAL
55,142.07999999999998,72.048,95.4,4.19,76.1,10.4,3,100,Healthy,NORMAL
55,143.07999999999998,71.048,95.1,4.18,76.0,10.2,2,100,Healthy,NORMAL
55,142.07999999999998,71.048,94.7,4.17,75.8,10.3,3,100,Healthy,NORMAL
56,142.07999999999998,70.048,94.1,4.22,75.4,10.2,4,99,Healthy,NORMAL
56,142.07999999999998,71.048,94.7,4.22,75.3,10.3,5,99,Healthy,NORMAL
56,143.07999999999998,71.048,95.1,4.24,75.7,10.3,4,99,Healthy,NORMAL
55,142.07999999999998,72.048,95.4,4.16,75.6,10.2,5,99,Healthy,NORMAL
55,143.07999999999998,71.048,95.1,4.15,75.5,10.0,6,99,Healthy,NORMAL
56,143.07999999999998,72.048,95.7,4.24,75.7,10.1,5,98,Healthy,NORMAL
56,142.07999999999998,71.048,94.7,4.22,75.4,10.2,4,98,Healthy,NORMAL
56,141.07999999999998,71.048,94.4,4.23,75.6,10.2,3,99,Healthy,NORMAL
55,142.07999999999998,70.048,94.1,4.17,75.8,10.4,4,99,Healthy,NORMAL
55,142.07999999999998,71.048,94.7,4.14,75.3,10.3,4,99,Healthy,NORMAL
55,142.07999999999998,72.048,95.4,4.12,74.9,10.5,3,99,Healthy,NORMAL
56,142.07999999999998,72.048,95.4,4.2,75.1,10.3,4,99,Healthy,NORMAL
57,142.07999999999998,71.048,94.7,4.26,74.8,10.4,5,98,Healthy,NORMAL
57,142.07999999999998,72.048,95.4,4.26,74.7,10.6,6,98,Healthy,NORMAL
58,143.07999999999998,73.048,96.4,4.31,74.3,10.5,7,98,Healthy,NORMAL
59,143.07999999999998,73.048,96.4,4.41,74.7,10.7,7,98,Healthy,NORMAL
59,142.07999999999998,73.048,96.1,4.4,74.6,10.5,7,98,Healthy,NORMAL
59,141.07999999999998,74.048,96.4,4.38,74.2,10.6,6,98,Healthy,NORMAL
60,141.07999999999998,74.048,96.4,4.46,74.4,10.7,7,99,Healthy,NORMAL
59,142.07999999999998,73.048,96.1,4.41,74.7,10.9,7,99,Healthy,NORMAL
60,142.07999999999998,73.048,96.1,4.45,74.2,11.0,6,99,Healthy,NORMAL
61,142.07999999999998,73.048,96.1,4.51,73.9,10.8,5,99,Healthy,NORMAL
60,141.07999999999998,72.048,95.1,4.44,74.1,10.9,5,99,Healthy,NORMAL
61,141.07999999999998,72.048,95.1,4.55,74.6,11.1,5,99,Healthy,NORMAL
60,142.07999999999998,72.048,95.4,4.49,74.8,11.1,6,99,Healthy,NORMAL
61,142.07999999999998,71.048,94.7,4.55,74.5,11.0,5,99,Healthy,NORMAL
60,141.07999999999998,72.048,95.1,4.46,74.3,11.1,4,99,Healthy,NORMAL
60,141.07999999999998,71.048,94.4,4.45,74.2,11.1,4,99,Healthy,NORMAL
60,140.07999999999998,71.048,94.1,4.43,73.9,11.3,5,99,Healthy,NORMAL
59,141.07999999999998,72.048,95.1,4.37,74.1,11.3,4,98,Healthy,NORMAL
58,142.07999999999998,72.048,95.4,4.32,74.5,11.5,4,98,Healthy,NORMAL
59,142.07999999999998,71.048,94.7,4.41,74.7,11.3,3,98,Healthy,NORMAL
58,141.07999999999998,71.048,94.4,4.35,75.0,11.3,4,98,Healthy,NORMAL
57,141.07999999999998,72.048,95.1,4.3,75.5,11.3,5,98,Healthy,NORMAL
56,141.07999999999998,73.048,95.7,4.2,75.0,11.2,5,98,Healthy,NORMAL
56,140.07999999999998,73.048,95.4,4.17,74.6,11.2,6,98,Healthy,NORMAL
55,140.07999999999998,74.048,96.1,4.11,74.8,11.2,7,98,Healthy,NORMAL
56,139.07999999999998,73.048,95.1,4.19,74.7,11.1,7,97,Healthy,NORMAL
55,138.07999999999998,74.048,95.4,4.13,75.0,11.2,6,97,Healthy,NORMAL
55,139.07999999999998,73.048,95.1,4.11,74.7,11.2,6,97,Healthy,NORMAL
55,138.07999999999998,73.048,94.7,4.11,74.7,11.2,7,97,Healthy,NORMAL
54,138.07999999999998,74.048,95.4,4.04,74.8,11.3,6,97,Healthy,NORMAL
54,138.07999999999998,73.048,94.7,4.04,74.7,11.5,6,98,Healthy,NORMAL
54,137.07999999999998,73.048,94.4,4.05,75.0,11.5,6,98,Healthy,NORMAL
54,137.07999999999998,74.048,95.1,4.07,75.5,11.4,7,97,Healthy,NORMAL
55,138.07999999999998,75.048,96.1,4.13,75.1,11.4,8,96,Healthy,NORMAL
55,137.07999999999998,76.048,96.4,4.11,74.7,11.4,9,96,Healthy,NORMAL
54,138.07999999999998,77.048,97.4,4.05,74.9,11.2,9,95,Healthy,NORMAL
53,139.07999999999998,78.048,98.4,3.97,74.9,11.1,10,94,Healthy,NORMAL
53,139.07999999999998,78.048,98.4,3.99,75.2,10.9,10,94,Healthy,NORMAL
52,138.07999999999998,78.048,98.1,3.91,75.2,11.1,9,94,Healthy,NORMAL
53,137.07999999999998,78.048,97.7,3.96,74.8,11.0,8,93,Healthy,NORMAL
53,138.07999999999998,77.048,97.4,3.97,74.9,11.2,9,93,Healthy,NORMAL
52,138.07999999999998,78.048,98.1,3.89,74.7,11.1,8,93,Healthy,NORMAL
53,138.07999999999998,77.048,97.4,3.95,74.4,11.0,9,93,Healthy,NORMAL
53,139.07999999999998,78.048,98.4,3.93,74.1,11.1,10,93,Healthy,NORMAL
54,140.07999999999998,79.048,99.4,4.0,74.1,11.1,9,93,Healthy,NORMAL
55,140.07999999999998,79.048,99.4,4.1,74.5,11.2,8,94,Healthy,NORMAL
55,140.07999999999998,78.048,98.7,4.11,74.7,11.3,7,94,Healthy,NORMAL
54,141.07999999999998,79.048,99.7,4.06,75.2,11.1,8,95,Healthy,NORMAL
53,142.07999999999998,79.048,100.1,4.0,75.6,11.1,8,95,Healthy,NORMAL
54,143.07999999999998,78.048,99.7,4.06,75.1,10.9,9,95,Healthy,NORMAL
55,142.07999999999998,79.048,100.1,4.15,75.5,11.0,8,95,Healthy,NORMAL
55,142.07999999999998,78.048,99.4,4.16,75.6,11.1,9,95,Healthy,NORMAL
54,141.07999999999998,79.048,99.7,4.09,75.8,11.1,9,96,Healthy,NORMAL
53,142.07999999999998,79.048,100.1,4.0,75.4,11.0,9,97,Healthy,NORMAL
53,142.07999999999998,79.048,100.1,3.99,75.3,11.0,9,97,Healthy,NORMAL
52,143.07999999999998,80.048,101.1,3.89,74.8,11.0,8,97,Healthy,NORMAL
52,144.07999999999998,81.048,102.1,3.91,75.2,11.0,8,97,Healthy,NORMAL
52,145.07999999999998,82.048,103.1,3.89,74.8,10.9,9,97,Healthy,NORMAL
52,145.07999999999998,82.048,103.1,3.91,75.2,10.9,10,97,Healthy,NORMAL
51,145.07999999999998,81.048,102.4,3.84,75.3,10.7,9,97,Healthy,NORMAL
51,146.07999999999998,81.048,102.7,3.83,75.2,10.5,9,98,Healthy,NORMAL
50,145.07999999999998,81.048,102.4,3.78,75.6,10.4,8,98,Healthy,NORMAL
49,145.07999999999998,82.048,103.1,3.71,75.7,10.2,7,98,Healthy,LOW HR
48,146.07999999999998,81.048,102.7,3.62,75.4,10.1,7,99,Healthy,LOW HR
48,147.07999999999998,82.048,103.7,3.64,75.8,10.2,7,99,Healthy,LOW HR
48,147.07999999999998,82.048,103.7,3.62,75.4,10.2,6,99,Healthy,LOW HR
48,146.07999999999998,83.048,104.1,3.64,75.7,10.3,6,99,Healthy,LOW HR
48,145.07999999999998,82.048,103.1,3.63,75.6,10.4,6,99,Healthy,LOW HR
48,146.07999999999998,83.048,104.1,3.65,76.1,10.2,6,99,Healthy,LOW HR
48,145.07999999999998,84.048,104.4,3.67,76.5,10.2,7,100,Healthy,LOW HR
48,144.07999999999998,83.048,103.4,3.67,76.5,10.1,6,100,Healthy,LOW HR
49,145.07999999999998,82.048,103.1,3.77,76.9,10.1,7,100,Healthy,LOW HR
49,144.07999999999998,81.048,102.1,3.77,77.0,10.2,6,100,Healthy,LOW HR
49,144.07999999999998,81.048,102.1,3.77,76.9,10.3,5,100,Healthy,LOW HR
50,143.07999999999998,82.048,102.4,3.87,77.4,10.3,4,100,Healthy,NORMAL
50,143.07999999999998,81.048,101.7,3.85,77.1,10.3,5,99,Healthy,NORMAL
51,144.07999999999998,82.048,102.7,3.92,76.9,10.4,5,99,Healthy,NORMAL
51,143.07999999999998,83.048,103.1,3.94,77.2,10.5,6,99,Healthy,NORMAL
52,143.07999999999998,84.048,103.7,4.04,77.6,10.4,7,99,Healthy,NORMAL
52,143.07999999999998,83.048,103.1,4.05,77.8,10.2,7,99,Healthy,NORMAL
52,144.07999999999998,84.048,104.1,4.04,77.6,10.0,7,99,Healthy,NORMAL
52,145.07999999999998,83.048,103.7,4.05,78.0,9.9,6,99,Healthy,NORMAL
51,146.07999999999998,83.048,104.1,3.99,78.3,10.0,5,98,Healthy,NORMAL
52,147.07999999999998,84.048,105.1,4.09,78.6,9.9,4,98,Healthy,NORMAL
51,146.07999999999998,85.048,105.4,3.98,78.1,10.0,5,99,Healthy,NORMAL
51,146.07999999999998,85.048,105.4,3.99,78.3,10.1,6,99,Healthy,NORMAL
52,146.07999999999998,85.048,105.4,4.07,78.3,10.1,5,98,Healthy,NORMAL
51,147.07999999999998,85.048,105.7,3.97,77.8,10.3,6,98,Healthy,NORMAL
50,147.07999999999998,85.048,105.7,3.91,78.2,10.4,6,99,Healthy,NORMAL
50,148.07999999999998,84.048,105.4,3.91,78.3,10.3,6,99,Healthy,NORMAL
49,149.07999999999998,84.048,105.7,3.83,78.2,10.3,5,99,Healthy,LOW HR
49,149.07999999999998,84.048,105.7,3.86,78.7,10.4,6,99,Healthy,LOW HR
49,148.07999999999998,85.048,106.1,3.87,79.0,10.5,7,98,Healthy,LOW HR
48,147.07999999999998,85.048,105.7,3.79,78.9,10.5,8,98,Healthy,LOW HR
47,147.07999999999998,84.048,105.1,3.69,78.5,10.6,8,98,Healthy,LOW HR
47,148.07999999999998,83.048,104.7,3.69,78.5,10.5,7,98,Healthy,LOW HR
48,149.07999999999998,82.048,104.4,3.78,78.7,10.7,6,98,Healthy,LOW HR
47,150.07999999999998,81.048,104.1,3.7,78.7,10.6,7,98,Healthy,LOW HR
46,151.07999999999998,80.048,103.7,3.61,78.6,10.5,8,98,Healthy,LOW HR
47,151.07999999999998,79.048,103.1,3.68,78.3,10.6,7,99,Healthy,LOW HR
46,152.07999999999998,78.048,102.7,3.6,78.2,10.4,6,99,Healthy,LOW HR
46,153.07999999999998,79.048,103.7,3.61,78.4,10.4,5,100,Healthy,LOW HR
46,154.07999999999998,78.048,103.4,3.58,77.9,10.4,4,99,Healthy,LOW HR
46,155.07999999999998,77.048,103.1,3.59,78.0,10.4,4,99,Healthy,LOW HR
47,155.07999999999998,76.048,102.4,3.68,78.4,10.3,4,98,Healthy,LOW HR
46,154.07999999999998,76.048,102.1,3.59,78.1,10.2,5,98,Healthy,LOW HR
45,153.07999999999998,77.048,102.4,3.52,78.2,10.3,5,99,Healthy,LOW HR
44,154.07999999999998,77.048,102.7,3.45,78.4,10.2,6,99,Healthy,LOW HR
44,153.07999999999998,78.048,103.1,3.43,78.0,10.0,7,99,Healthy,LOW HR
43,154.07999999999998,77.048,102.7,3.34,77.8,10.2,7,98,Healthy,LOW HR
44,154.07999999999998,78.048,103.4,3.4,77.3,10.3,8,97,Healthy,LOW HR
44,155.07999999999998,79.048,104.4,3.4,77.2,10.4,7,97,Healthy,LOW HR
43,155.07999999999998,79.048,104.4,3.3,76.9,10.4,6,97,Healthy,LOW HR
42,155.07999999999998,78.048,103.7,3.25,77.3,10.2,7,97,Healthy,LOW HR
41,156.07999999999998,79.048,104.7,3.16,77.1,10.2,7,97,Healthy,LOW HR
40,156.07999999999998,79.048,104.7,3.1,77.5,10.3,8,97,Healthy,LOW HR
41,157.07999999999998,78.048,104.4,3.18,77.6,10.1,9,97,Healthy,LOW HR
40,157.07999999999998,77.048,103.7,3.11,77.8,10.1,8,96,Healthy,LOW HR
41,156.07999999999998,77.048,103.4,3.17,77.4,10.2,7,96,Healthy,LOW HR
40,156.07999999999998,78.048,104.1,3.1,77.5,10.2,7,97,Healthy,LOW HR
41,157.07999999999998,77.048,103.7,3.16,77.0,10.1,6,97,Healthy,LOW HR
42,158.07999999999998,77.048,104.1,3.26,77.5,10.1,7,97,Healthy,LOW HR
42,157.07999999999998,78.048,104.4,3.24,77.2,10.1,8,97,Healthy,LOW HR
43,158.07999999999998,77.048,104.1,3.33,77.5,9.9,9,97,Healthy,LOW HR
44,158.07999999999998,76.048,103.4,3.4,77.2,10.0,8,98,Healthy,LOW HR
45,158.07999999999998,76.048,103.4,3.48,77.3,9.8,9,98,Healthy,LOW HR
44,159.07999999999998,77.048,104.4,3.4,77.2,9.8,8,98,Healthy,LOW HR
43,158.07999999999998,78.048,104.7,3.32,77.1,9.9,8,98,Healthy,LOW HR
43,158.07999999999998,77.048,104.1,3.3,76.8,10.0,7,99,Healthy,LOW HR
44,159.07999999999998,77.048,104.4,3.36,76.5,9.9,6,99,Healthy,LOW HR
44,160.07999999999998,77.048,104.7,3.38,76.8,9.7,6,99,Healthy,LOW HR
45,159.07999999999998,76.048,103.7,3.47,77.2,9.8,7,99,Healthy,LOW HR
44,159.07999999999998,76.048,103.7,3.38,76.9,9.7,7,99,Healthy,LOW HR
43,159.07999999999998,76.048,103.7,3.3,76.7,9.8,7,98,Healthy,LOW HR
44,160.07999999999998,76.048,104.1,3.36,76.4,9.8,8,98,Healthy,LOW HR
43,160.07999999999998,77.048,104.7,3.27,76.0,9.9,7,98,Healthy,LOW HR
44,159.07999999999998,77.048,104.4,3.34,75.8,9.8,8,98,Healthy,LOW HR
45,158.07999999999998,77.048,104.1,3.43,76.2,9.7,9,97,Healthy,LOW HR
45,159.07999999999998,78.048,105.1,3.42,76.1,9.8,8,96,Healthy,LOW HR
46,160.07999999999998,79.048,106.1,3.49,75.8,9.8,9,95,Healthy,LOW HR
47,159.07999999999998,79.048,105.7,3.54,75.3,10.0,9,96,Healthy,LOW HR
47,158.07999999999998,79.048,105.4,3.54,75.3,10.2,10,96,Healthy,LOW HR
47,159.07999999999998,78.048,105.1,3.54,75.3,10.2,11,97,Healthy,LOW HR
48,160.07999999999998,78.048,105.4,3.59,74.8,10.0,10,98,Healthy,LOW HR
48,159.07999999999998,79.048,105.7,3.61,75.2,10.1,11,98,Healthy,LOW HR
49,158.07999999999998,80.048,106.1,3.69,75.3,10.2,11,98,Healthy,LOW HR
48,157.07999999999998,79.048,105.1,3.64,75.7,10.4,12,97,Healthy,LOW HR
49,156.07999999999998,80.048,105.4,3.71,75.7,10.5,11,97,Healthy,LOW HR
49,157.07999999999998,81.048,106.4,3.7,75.4,10.3,12,96,Healthy,LOW HR
48,157.07999999999998,82.048,107.1,3.62,75.5,10.3,13,95,Healthy,LOW HR
49,157.07999999999998,83.048,107.7,3.7,75.4,10.2,13,94,Healthy,LOW HR
50,158.07999999999998,83.048,108.1,3.77,75.4,10.0,13,94,Healthy,NORMAL
50,159.07999999999998,82.048,107.7,3.79,75.8,9.9,12,94,Healthy,NORMAL
49,158.07999999999998,82.048,107.4,3.74,76.2,9.8,13,94,Healthy,LOW HR
48,158.07999999999998,82.048,107.4,3.68,76.7,9.7,13,93,Healthy,LOW HR
49,159.07999999999998,82.048,107.7,3.76,76.8,9.8,13,93,Healthy,LOW HR
49,159.07999999999998,82.048,107.7,3.75,76.4,10.0,12,94,Healthy,LOW HR
49,160.07999999999998,83.048,108.7,3.72,76.0,9.9,11,94,Healthy,LOW HR
49,159.07999999999998,84.048,109.1,3.73,76.1,10.0,11,94,Healthy,LOW HR
49,160.07999999999998,85.048,110.1,3.75,76.5,10.1,12,95,Healthy,LOW HR
48,159.07999999999998,86.048,110.4,3.69,76.9,9.9,11,94,Healthy,LOW HR
48,160.07999999999998,86.048,110.7,3.69,76.9,9.9,10,94,Healthy,LOW HR
48,160.07999999999998,86.048,110.7,3.71,77.3,9.8,10,94,Healthy,LOW HR
48,159.07999999999998,85.048,109.7,3.7,77.1,9.6,9,95,Healthy,LOW HR
48,158.07999999999998,85.048,109.4,3.71,77.3,9.8,8,95,Healthy,LOW HR
47,157.07999999999998,86.048,109.7,3.61,76.9,9.9,9,95,Healthy,LOW HR
47,157.07999999999998,87.048,110.4,3.64,77.4,10.0,9,95,Healthy,LOW HR
48,158.07999999999998,87.048,110.7,3.71,77.3,9.9,10,95,Healthy,LOW HR
48,158.07999999999998,86.048,110.1,3.7,77.1,10.0,10,95,Healthy,LOW HR
48,158.07999999999998,86.048,110.1,3.72,77.4,9.9,11,95,Healthy,LOW HR
49,158.07999999999998,85.048,109.4,3.81,77.7,10.0,12,95,Healthy,LOW HR
50,157.07999999999998,84.048,108.4,3.87,77.5,10.0,11,95,Healthy,NORMAL
49,156.07999999999998,85.048,108.7,3.8,77.6,10.0,10,95,Healthy,LOW HR
50,156.07999999999998,85.048,108.7,3.87,77.5,10.1,9,94,Healthy,NORMAL
51,155.07999999999998,85.048,108.4,3.97,77.8,10.1,9,94,Healthy,NORMAL
50,155.07999999999998,84.048,107.7,3.9,78.0,10.2,10,95,Healthy,NORMAL
49,155.07999999999998,85.048,108.4,3.84,78.4,10.1,10,95,Healthy,LOW HR
49,155.07999999999998,86.048,109.1,3.85,78.6,9.9,9,95,Healthy,LOW HR
50,155.07999999999998,87.048,109.7,3.93,78.7,9.8,10,94,Healthy,NORMAL
50,155.07999999999998,88.048,110.4,3.96,79.1,10.0,9,95,Healthy,NORMAL
50,155.07999999999998,88.048,110.4,3.97,79.4,10.1,10,94,Healthy,NORMAL
49,155.07999999999998,87.048,109.7,3.91,79.8,10.2,11,93,Healthy,LOW HR
50,155.07999999999998,88.048,110.4,3.99,79.9,10.3,12,93,Healthy,NORMAL
50,155.07999999999998,87.048,109.7,4.01,80.2,10.3,12,93,Healthy,NORMAL
49,155.07999999999998,88.048,110.4,3.93,80.2,10.4,11,93,Healthy,LOW HR
48,154.07999999999998,88.048,110.1,3.87,80.5,10.5,11,92,Healthy,LOW HR
47,153.07999999999998,88.048,109.7,3.8,80.9,10.4,10,91,Healthy,LOW HR
46,152.07999999999998,89.048,110.1,3.72,80.9,10.4,9,90,Healthy,LOW HR
46,151.07999999999998,89.048,109.7,3.74,81.3,10.3,8,89,Healthy,LOW HR
45,152.07999999999998,90.048,110.7,3.64,81.0,10.5,8,88,Healthy,LOW HR
45,151.07999999999998,89.048,109.7,3.65,81.1,10.4,8,87,Healthy,LOW HR
45,152.07999999999998,88.048,109.4,3.65,81.1,10.3,9,86,Healthy,LOW HR
44,152.07999999999998,87.048,108.7,3.55,80.7,10.4,10,87,Healthy,LOW HR
44,152.07999999999998,87.048,108.7,3.57,81.0,10.3,9,87,Healthy,LOW HR
44,151.07999999999998,87.048,108.4,3.56,80.9,10.4,8,88,Healthy,LOW HR
45,152.07999999999998,86.048,108.1,3.63,80.7,10.6,8,88,Healthy,LOW HR
44,152.07999999999998,87.048,108.7,3.54,80.5,10.5,8,88,Healthy,LOW HR
44,152.07999999999998,87.048,108.7,3.53,80.3,10.7,9,88,Healthy,LOW HR
43,151.07999999999998,88.048,109.1,3.45,80.3,10.6,10,88,Healthy,LOW HR
43,151.07999999999998,88.048,109.1,3.43,79.8,10.6,11,89,Healthy,LOW HR
42,150.07999999999998,87.048,108.1,3.34,79.6,10.8,11,90,Healthy,LOW HR
41,149.07999999999998,86.048,107.1,3.28,80.1,10.9,10,90,Healthy,LOW HR
40,148.07999999999998,85.048,106.1,3.22,80.4,10.9,9,91,Healthy,LOW HR
41,148.07999999999998,86.048,106.7,3.28,80.1,10.7,8,92,Healthy,LOW HR
42,149.07999999999998,86.048,107.1,3.36,80.0,10.5,7,91,Healthy,LOW HR
41,150.07999999999998,87.048,108.1,3.29,80.2,10.6,8,91,Healthy,LOW HR
41,151.07999999999998,88.048,109.1,3.3,80.6,10.7,9,91,Healthy,LOW HR
40,152.07999999999998,89.048,110.1,3.22,80.6,10.6,9,91,Healthy,LOW HR
